Weather Conditions,Province,Road Type,Vehicles type,Time Period,Suspected Cause,Accident Characteristics,Hour,Severity
0,9,1,8,4,16,35,19,1
0,54,4,8,4,16,36,19,0
5,39,1,8,4,16,35,19,1
0,42,1,8,4,16,35,20,1
0,28,1,6,4,16,35,20,0
0,25,1,3,4,16,35,20,3
0,42,1,3,4,16,7,21,3
5,39,5,8,4,17,36,22,1
0,2,7,0,4,0,134,22,1
0,2,1,10,4,16,7,22,1
0,52,1,0,5,0,7,12,1
0,2,1,3,1,16,7,0,2
5,39,7,10,1,17,35,0,0
5,4,5,14,1,16,35,0,0
0,64,6,6,1,16,7,0,0
0,45,1,7,1,16,35,3,0
0,8,1,4,1,16,7,3,1
0,37,1,10,1,16,7,3,2
0,4,1,8,1,16,35,5,0
0,44,1,8,1,69,35,5,0
0,22,1,10,3,16,29,6,1
0,49,4,10,3,16,36,6,1
0,27,1,8,3,16,7,6,0
0,42,4,15,3,16,35,7,0
5,27,1,8,3,16,35,7,1
0,52,0,14,3,38,22,8,0
0,24,5,15,3,65,36,9,0
0,64,1,8,3,42,7,9,0
0,45,5,8,3,16,36,9,1
0,5,1,6,3,69,7,9,3
0,29,1,10,3,42,7,9,2
0,13,1,8,2,42,7,10,1
0,8,1,8,2,42,7,10,3
5,13,1,8,2,16,7,10,0
0,29,5,6,2,16,36,11,0
0,19,1,10,2,69,29,11,1
0,57,5,10,2,69,36,11,1
0,20,5,8,2,16,36,11,1
0,54,1,6,5,33,35,12,0
0,2,4,3,5,38,7,12,1
0,2,4,3,5,38,7,12,1
0,4,4,8,5,77,35,12,0
0,2,1,7,5,16,7,12,1
0,66,1,5,5,16,35,12,1
0,2,1,6,5,16,7,12,0
0,21,1,15,5,16,35,12,0
0,49,1,8,0,69,35,13,1
0,37,1,7,0,16,35,13,0
0,2,1,7,0,16,7,14,1
0,72,1,8,0,16,7,15,3
0,74,5,8,4,31,152,19,0
0,19,1,3,4,86,8,19,2
0,72,5,5,4,16,36,19,2
0,24,5,8,4,16,36,19,0
5,3,1,8,4,43,35,20,1
0,64,1,10,4,16,35,20,0
0,66,1,8,4,16,35,22,0
0,2,1,10,4,16,7,22,0
0,9,1,8,4,42,29,22,2
0,64,4,3,4,16,7,23,0
0,37,1,10,4,16,35,23,1
0,54,1,6,4,16,7,23,0
0,19,5,10,1,15,0,4,0
0,19,5,7,3,28,0,6,1
0,64,1,3,5,15,0,12,3
0,6,7,2,5,15,0,12,3
5,2,5,0,1,0,7,1,1
0,2,1,0,2,0,22,11,0
0,30,1,10,1,16,7,0,1
0,15,1,5,1,16,35,2,0
0,1,1,6,1,69,35,3,0
0,6,1,10,1,69,35,5,2
0,35,1,8,3,23,35,6,2
0,61,4,8,3,42,7,6,1
0,55,5,3,3,15,145,7,3
0,28,5,6,3,16,36,7,0
0,58,5,8,3,16,36,7,0
0,51,1,10,3,85,19,7,3
0,20,1,10,3,16,35,8,1
0,19,1,8,3,16,35,8,1
0,19,1,15,3,16,35,9,0
0,58,1,7,2,16,35,11,0
0,9,1,6,2,42,7,11,1
0,33,1,8,2,16,7,11,3
0,20,1,8,2,42,7,11,0
0,41,1,8,0,69,35,13,1
0,52,4,6,0,16,35,13,1
0,61,1,8,0,16,7,14,0
5,76,5,10,0,16,36,14,0
5,28,1,8,0,16,35,14,0
0,15,1,8,0,49,35,14,1
0,74,1,8,0,16,35,16,2
5,39,7,8,0,17,35,16,1
0,42,1,8,0,16,7,17,1
0,28,7,6,0,16,46,17,0
0,27,4,10,0,42,7,17,3
0,19,1,3,0,14,22,17,2
5,75,1,8,0,16,35,18,3
0,66,1,10,4,16,35,19,1
0,2,1,10,4,97,8,20,0
0,72,1,8,4,16,35,20,0
0,73,1,8,4,69,7,21,1
0,11,4,8,4,16,35,22,1
0,2,1,10,4,16,7,22,0
0,64,0,3,4,16,22,22,3
0,54,1,10,4,82,7,22,0
0,59,1,8,4,16,35,22,0
0,29,5,6,4,16,7,23,0
0,6,4,8,4,16,35,23,0
0,19,1,7,0,15,0,14,3
0,2,1,6,1,16,35,0,0
0,2,1,12,1,16,35,0,1
0,72,1,3,1,16,7,1,3
0,15,1,8,1,16,35,2,1
0,12,1,8,1,69,35,2,1
0,15,5,5,1,69,36,4,0
0,55,1,8,1,16,35,5,0
0,20,1,7,3,16,35,6,0
0,44,1,8,3,23,35,6,0
0,47,5,8,3,16,36,6,0
0,56,1,10,3,16,22,6,3
0,2,1,3,3,16,7,6,1
0,28,1,6,3,69,35,7,0
0,20,1,8,3,69,22,7,1
0,8,1,10,3,16,7,7,1
0,28,1,15,3,16,35,8,0
0,21,4,7,3,16,7,8,3
0,25,1,15,2,16,35,11,0
0,9,1,8,2,42,7,11,0
0,51,5,8,2,16,36,11,0
0,42,4,8,2,16,35,11,0
0,64,7,3,5,42,46,12,3
0,2,4,8,5,77,46,12,0
0,11,1,8,0,49,35,14,1
5,71,4,8,0,16,36,15,0
0,38,1,8,0,42,29,15,2
0,24,1,8,0,69,35,15,0
6,15,5,10,0,16,36,15,0
0,29,5,6,0,16,36,16,0
0,77,5,8,0,65,36,17,1
0,54,4,10,0,16,7,17,0
0,19,1,3,0,16,7,17,1
0,10,1,6,4,69,35,20,1
0,72,5,8,4,23,36,20,0
5,67,1,5,4,44,152,20,0
0,2,1,10,4,16,35,20,0
0,68,5,8,4,16,36,21,1
0,73,1,10,4,69,35,21,0
0,2,1,10,4,16,7,21,0
0,45,7,8,4,77,35,21,1
0,2,1,7,4,42,7,22,0
0,2,1,10,4,16,35,22,0
0,2,1,10,4,42,7,23,0
0,9,1,8,1,16,35,0,0
0,30,4,10,1,16,28,0,1
0,54,1,6,1,69,35,0,0
0,5,1,14,1,69,35,1,1
0,50,1,8,1,69,35,1,2
0,69,1,10,1,16,35,1,0
0,72,1,10,1,16,35,1,1
0,6,1,8,1,16,22,3,1
0,19,1,10,1,69,22,3,1
0,9,1,6,1,16,22,3,0
0,58,1,8,1,69,35,3,1
0,20,1,10,1,16,35,3,0
0,55,1,3,3,16,35,6,3
0,20,4,10,3,16,35,6,0
0,44,1,6,3,69,35,7,0
0,4,1,6,3,42,7,7,0
0,19,1,10,3,42,7,7,1
0,13,4,10,3,42,46,8,0
0,27,1,8,3,16,7,9,0
0,59,5,6,2,16,22,10,0
0,2,1,3,2,16,7,11,0
0,5,7,3,2,42,7,11,1
0,58,1,8,0,16,7,13,0
0,2,1,10,0,16,7,14,1
5,36,4,10,0,16,35,14,0
0,48,1,10,0,42,22,14,0
0,55,1,6,0,16,35,16,0
0,39,5,10,0,17,36,16,0
0,52,1,10,0,16,7,16,1
0,60,1,8,0,63,7,16,2
0,20,1,10,0,16,7,17,1
0,67,5,8,0,16,36,18,0
5,46,5,8,0,16,36,18,0
0,61,1,4,0,16,35,18,0
0,20,4,10,0,42,7,18,1
5,15,5,8,0,16,35,18,0
0,61,1,8,0,16,7,18,0
0,19,5,6,4,15,146,19,1
0,73,1,10,4,16,35,19,0
0,60,1,15,4,16,7,19,3
0,67,1,10,4,44,22,20,0
0,2,1,8,4,16,7,20,0
0,60,1,8,4,16,7,20,2
0,49,1,8,4,16,7,20,1
0,44,1,5,4,16,35,21,1
0,60,1,10,4,16,35,21,1
6,58,1,10,4,84,35,21,0
0,25,1,8,4,84,35,21,1
0,2,1,8,4,16,7,21,0
5,8,5,5,4,16,36,22,0
0,2,1,10,4,16,7,23,0
0,19,5,6,4,15,0,19,1
0,17,1,8,1,16,35,0,0
0,9,1,3,1,23,35,0,1
0,64,1,6,1,16,35,0,0
0,9,1,8,1,16,35,1,0
6,15,1,10,1,16,35,1,0
0,9,5,8,1,16,36,2,0
6,58,1,10,1,16,35,2,1
6,6,5,6,1,16,152,4,2
0,3,1,8,1,16,35,4,1
0,2,1,10,1,16,7,5,1
0,2,1,8,1,69,35,5,1
0,2,1,10,1,16,22,5,0
0,39,5,10,3,69,36,6,0
0,44,4,8,3,16,36,6,0
0,59,1,8,3,69,35,7,0
0,2,7,0,3,7,7,9,0
0,22,4,10,3,84,3,9,3
0,44,1,10,2,16,7,10,1
0,59,1,8,2,42,7,10,3
0,29,1,6,2,16,35,11,1
0,27,1,15,2,16,35,11,0
0,57,4,8,2,69,36,11,1
0,58,1,8,2,22,3,11,1
0,20,1,10,5,69,35,12,1
5,36,1,8,5,26,35,12,0
0,33,4,8,0,38,29,13,3
5,20,5,8,0,26,35,14,0
0,48,1,8,0,16,29,15,1
5,32,5,8,0,16,36,15,1
6,20,1,5,0,26,35,16,0
5,13,5,8,0,16,29,16,1
0,29,4,3,0,38,7,16,2
5,71,5,8,0,26,29,16,1
0,61,1,8,0,16,35,16,0
0,2,1,8,0,16,7,16,1
0,2,1,8,0,16,7,16,1
0,73,1,8,0,16,35,16,0
0,18,5,8,0,16,29,16,0
0,17,1,8,0,42,7,17,3
0,29,1,10,0,16,35,17,2
6,20,4,6,0,16,35,17,0
0,76,1,8,0,16,35,17,1
0,58,5,8,0,16,29,18,3
0,52,7,6,0,0,7,18,3
0,54,1,7,4,16,7,19,0
0,44,1,5,4,23,7,20,2
0,9,1,8,4,16,35,20,1
0,54,1,8,4,42,7,20,0
5,12,5,8,4,15,148,21,2
0,54,1,8,4,22,3,21,1
0,2,1,3,4,15,8,21,1
0,7,4,8,4,16,35,21,0
5,12,5,8,4,15,0,21,2
0,2,1,3,4,15,0,21,1
0,2,1,0,3,0,7,9,0
0,52,1,6,0,0,7,18,3
0,4,4,8,1,16,7,0,1
0,37,5,10,1,16,36,0,1
5,72,1,8,1,16,35,0,0
0,2,1,10,1,16,35,0,2
0,9,1,10,1,16,35,1,0
5,44,1,8,1,26,35,1,2
0,9,1,10,1,16,35,1,1
0,17,4,8,1,69,36,2,0
0,15,1,8,1,16,35,2,3
0,2,1,15,1,16,35,2,0
0,35,1,3,1,16,35,2,1
0,72,1,8,1,16,35,2,0
0,48,1,3,1,16,7,3,3
0,9,1,8,1,16,35,4,0
0,31,1,3,1,16,7,4,3
0,59,1,7,1,16,7,4,2
0,59,1,8,1,16,35,4,2
0,63,5,10,1,23,35,4,1
5,32,6,8,3,16,22,6,3
0,45,1,10,3,42,7,7,1
0,19,1,6,3,23,35,9,0
0,52,1,5,2,16,35,10,0
0,70,4,4,2,16,7,10,3
0,2,4,3,2,16,7,10,0
0,2,1,10,2,16,35,10,1
5,59,1,8,2,16,35,11,3
0,51,1,8,2,16,35,11,0
0,8,1,10,2,16,7,11,0
5,76,5,10,2,26,22,11,0
0,7,5,8,5,42,36,12,0
0,19,1,6,5,16,35,12,0
5,41,5,8,5,16,36,12,1
0,65,1,8,5,69,35,12,1
0,19,1,6,5,16,35,12,0
0,2,7,15,0,16,35,13,0
0,74,5,10,0,16,29,13,0
0,2,7,10,0,42,7,14,1
0,6,1,8,0,42,35,14,2
0,67,5,8,0,16,36,14,0
0,54,1,8,0,49,35,15,0
0,19,1,8,0,16,35,15,1
5,76,5,10,0,17,152,16,0
5,46,5,8,0,26,36,16,0
0,52,1,10,0,16,7,17,1
0,9,1,10,0,16,7,17,0
0,69,1,10,0,69,35,17,1
5,76,5,8,0,26,152,18,0
5,76,5,8,0,26,36,18,0
0,19,1,10,0,16,7,18,3
0,67,1,8,4,16,35,21,1
0,59,1,6,4,16,7,21,0
6,58,1,10,4,49,7,23,0
0,72,1,8,4,16,35,23,3
5,59,1,10,4,16,7,23,3
0,47,5,15,1,16,152,0,0
0,72,1,8,1,16,35,0,3
5,28,4,10,1,16,36,0,0
0,27,1,3,1,16,7,0,3
5,28,5,8,1,16,36,1,1
0,72,1,10,1,16,35,1,0
0,2,1,3,1,16,7,1,3
0,61,1,8,1,16,35,3,1
0,64,1,3,1,16,35,3,2
0,29,4,10,1,16,35,4,0
0,72,1,8,1,16,35,5,2
0,51,1,10,3,69,35,6,1
0,4,1,8,3,16,35,6,0
0,50,4,15,3,16,35,7,0
0,2,1,10,3,42,7,7,1
0,19,1,8,3,16,35,7,0
0,72,1,8,3,16,7,8,0
0,2,4,3,3,16,7,8,1
0,73,5,8,3,16,36,8,0
0,51,4,10,3,69,35,9,0
0,2,7,4,2,0,7,11,0
0,2,7,4,2,0,7,11,0
0,2,7,4,2,0,7,11,0
0,2,7,4,2,0,7,11,0
0,20,1,8,2,16,7,11,1
0,50,1,8,2,16,35,11,1
0,19,5,10,2,16,29,11,0
0,50,4,6,2,85,7,11,1
5,28,5,8,5,49,36,12,2
0,2,1,10,5,16,7,12,0
0,4,1,10,0,16,35,13,1
0,45,4,15,0,16,35,13,0
0,50,1,5,0,16,35,14,0
0,71,1,8,0,16,7,14,3
0,13,4,8,0,49,35,14,1
0,73,1,10,0,69,35,15,0
0,13,4,3,0,16,7,15,1
0,33,1,8,0,16,35,16,1
0,69,1,10,0,16,35,16,1
0,9,5,15,0,16,36,16,0
5,12,5,5,0,16,36,16,1
0,19,1,6,0,16,35,17,0
0,19,1,6,0,77,35,17,0
0,72,1,8,0,23,35,17,0
0,75,1,8,0,49,29,18,3
5,69,1,8,0,16,35,18,0
0,52,7,10,4,83,8,19,0
0,48,1,10,4,16,35,20,2
0,2,3,10,4,16,35,23,0
0,9,1,10,4,16,7,23,1
0,8,1,10,4,16,35,23,1
0,52,7,10,4,83,0,19,0
0,2,1,4,2,0,7,11,0
0,2,1,4,2,0,7,11,0
0,2,1,4,2,0,7,11,0
0,2,1,4,2,0,7,11,0
0,19,1,10,1,16,35,0,2
0,71,1,8,1,16,7,1,3
0,70,1,8,1,16,35,1,0
0,2,1,10,1,16,35,2,1
0,4,4,8,1,16,36,3,0
0,42,4,10,1,82,35,3,1
0,29,1,6,1,16,22,4,3
0,28,1,10,1,16,35,4,0
0,37,1,10,1,16,35,5,0
0,2,5,8,1,16,36,5,1
0,75,5,6,1,77,36,5,0
0,64,4,8,1,16,36,5,0
5,39,5,3,3,16,36,6,3
5,32,5,5,3,97,147,6,1
0,60,1,12,3,16,7,6,3
0,61,1,3,3,16,7,7,1
0,2,1,6,3,16,7,7,3
0,49,4,10,3,42,7,8,3
0,23,1,14,3,16,35,9,0
0,50,6,8,3,16,7,9,0
0,2,7,10,3,16,7,9,0
0,72,5,8,2,84,36,10,0
0,2,1,8,2,16,7,10,0
0,75,5,10,2,16,36,11,2
0,18,1,6,5,69,35,12,0
0,27,1,6,5,16,7,12,0
5,1,5,8,0,16,36,13,2
0,8,1,8,0,16,7,15,0
0,29,1,8,0,16,7,15,2
5,12,1,3,0,16,7,15,3
0,69,4,8,0,103,28,15,1
0,50,4,6,0,16,7,15,0
0,52,1,8,0,16,7,16,1
0,53,1,7,0,16,35,16,0
5,13,1,8,0,16,35,17,3
0,21,4,10,0,85,7,17,1
0,19,5,8,0,16,29,17,1
5,71,5,10,0,16,36,18,1
0,44,1,8,0,16,7,18,3
0,2,4,3,4,16,7,19,0
0,77,5,8,4,65,36,19,1
0,53,1,8,4,16,35,19,0
5,25,4,10,4,42,7,19,0
5,36,1,8,4,16,35,20,0
0,2,7,5,4,0,7,20,0
0,9,1,7,4,42,7,20,0
0,55,1,6,4,38,29,21,3
0,72,1,3,4,16,7,21,1
5,33,4,8,4,16,7,22,0
0,70,1,8,4,16,35,22,1
0,28,1,6,4,16,7,22,0
0,2,1,6,4,16,35,23,0
5,40,1,8,4,16,35,23,0
5,32,5,5,3,97,0,6,1
0,2,4,5,4,0,7,20,0
0,19,0,3,1,16,22,0,3
1,74,5,9,1,15,11,0,3
5,15,7,10,1,69,8,0,0
0,42,1,10,1,16,35,0,1
0,2,1,10,1,16,7,1,0
0,2,1,3,1,42,7,1,1
6,58,1,15,1,84,35,1,0
0,61,4,10,1,16,35,3,0
3,13,5,8,1,44,152,4,1
0,72,1,10,1,16,35,4,1
0,64,1,8,1,16,35,5,0
0,19,1,8,1,16,35,5,1
0,52,1,10,3,97,142,6,0
6,20,1,8,3,77,35,7,0
0,71,1,8,3,49,35,7,0
0,19,1,15,3,16,35,8,0
5,7,1,8,3,16,35,9,0
0,30,5,15,2,16,36,10,0
0,45,1,15,2,16,35,10,0
5,28,1,10,2,26,35,10,0
0,60,1,3,2,16,7,10,1
0,24,5,15,2,16,36,11,0
3,7,4,8,2,44,35,11,1
0,2,1,15,2,16,35,11,0
0,39,1,8,2,69,35,11,1
0,20,1,8,2,16,35,11,0
0,14,1,6,2,82,22,11,1
0,19,1,10,2,16,35,11,0
0,9,1,10,2,16,35,11,0
0,12,5,10,5,69,36,12,0
0,20,4,5,5,42,7,12,1
5,13,5,8,5,16,36,12,0
0,58,1,8,0,16,35,13,0
0,16,1,8,0,69,35,13,1
0,44,1,8,0,16,29,14,3
0,9,1,10,0,16,7,14,0
0,57,1,8,0,49,35,14,1
0,37,1,8,0,16,35,15,1
0,9,1,7,0,42,7,15,0
0,18,4,6,0,16,7,16,3
0,20,1,8,0,42,7,16,3
0,15,1,10,0,16,35,17,2
6,15,5,6,0,16,152,17,1
0,47,5,8,0,85,29,17,1
5,59,1,8,0,16,22,17,1
5,46,1,10,4,26,35,19,0
5,46,5,8,4,26,36,19,0
6,15,5,3,4,16,36,19,1
0,32,1,8,4,16,35,19,0
0,69,1,10,4,16,29,19,1
0,50,1,4,4,16,7,19,1
5,32,6,8,4,16,36,20,1
5,24,4,8,4,16,35,20,1
0,2,1,10,4,42,7,21,1
0,19,0,3,4,16,22,23,3
5,72,1,8,4,16,35,23,0
5,72,5,8,4,16,152,23,0
1,74,5,9,1,15,0,0,3
5,15,7,10,1,69,0,0,0
0,52,1,10,3,97,0,6,0
0,9,4,5,1,16,35,0,1
0,15,4,5,1,38,28,3,3
5,33,1,10,1,16,35,4,0
0,19,1,10,1,16,35,5,0
0,36,4,10,3,16,35,6,0
0,58,4,5,3,16,35,6,0
0,58,4,10,3,42,7,7,1
5,9,1,8,3,16,35,8,0
0,15,1,5,3,69,35,9,3
0,52,1,8,3,16,35,9,0
0,50,1,15,3,17,35,9,0
0,58,5,8,2,42,29,10,1
0,74,4,8,2,16,7,10,0
0,27,1,5,2,16,7,10,0
0,27,1,8,2,16,35,10,0
0,72,1,10,2,16,7,11,1
5,66,1,8,5,16,29,12,2
0,2,1,10,5,16,7,12,0
0,2,1,8,0,16,7,13,0
0,45,1,8,0,42,7,13,2
5,73,4,6,0,16,35,13,0
0,9,7,10,0,16,7,14,0
5,73,1,6,0,16,35,14,0
0,2,4,15,0,16,36,15,0
6,15,5,10,0,16,36,15,0
0,9,1,6,0,42,7,15,0
5,53,1,5,0,16,35,16,0
0,56,1,10,0,16,29,16,3
0,72,1,8,0,15,143,16,0
0,20,1,8,0,42,7,16,3
0,61,4,8,0,42,7,17,1
0,59,1,8,0,49,35,17,0
0,44,7,10,0,42,46,17,0
0,20,1,10,0,69,29,17,3
0,37,1,8,0,42,29,18,3
0,48,1,5,4,16,7,19,3
0,19,1,8,4,49,35,19,0
0,67,1,8,4,16,29,19,2
0,59,1,10,4,16,7,19,2
0,2,1,10,4,16,7,19,1
5,2,1,4,4,16,35,19,0
0,7,7,10,4,42,46,20,1
0,2,1,8,4,16,35,20,1
0,43,1,7,4,69,35,20,1
0,36,1,8,4,16,35,21,0
0,20,1,10,4,17,35,21,0
5,28,1,8,4,16,35,21,0
0,9,4,10,4,16,35,22,0
0,45,1,8,4,16,35,23,0
0,72,1,8,0,15,0,16,0
0,28,1,8,1,16,35,0,3
1,72,1,10,1,15,8,1,1
0,2,1,8,1,16,35,1,0
0,54,1,10,1,16,35,2,0
5,9,1,10,1,16,7,3,1
0,25,5,3,1,84,36,4,1
0,27,1,6,1,16,7,5,0
0,10,1,8,1,69,35,5,3
0,9,1,8,3,16,7,7,0
0,11,5,10,3,16,36,8,1
0,50,1,8,3,16,7,9,2
0,15,1,10,2,15,141,10,1
0,71,4,8,2,85,5,10,0
0,2,1,10,2,16,7,10,0
0,21,1,10,2,16,7,10,1
0,2,1,10,2,16,7,10,0
6,13,4,10,2,16,7,11,2
5,7,5,8,2,16,36,11,0
0,2,1,8,5,16,35,12,0
0,2,1,10,0,16,7,13,0
0,75,1,8,0,16,35,14,1
0,62,5,6,0,16,36,14,0
0,67,1,10,0,69,35,14,1
5,42,1,6,0,16,35,14,1
0,9,1,10,0,42,7,14,1
0,2,1,10,0,42,7,15,0
0,66,1,8,0,69,35,15,1
0,19,5,10,0,16,36,15,1
0,15,5,6,0,16,36,15,0
5,32,6,10,0,16,22,15,1
0,69,1,8,0,16,35,16,0
5,32,6,10,0,16,36,16,0
0,74,1,8,0,16,35,16,1
0,15,5,8,0,49,36,16,0
0,9,4,10,0,42,7,17,0
5,6,4,6,0,16,29,17,3
0,32,1,10,0,16,29,17,0
0,9,1,3,0,16,7,17,1
5,41,4,7,0,82,7,18,0
5,59,1,8,0,26,7,18,3
0,2,1,3,4,16,7,19,0
0,72,1,10,4,16,35,20,1
0,45,4,8,4,16,36,20,0
0,19,1,8,4,16,35,21,0
0,46,1,6,4,16,35,21,0
0,69,1,3,4,16,7,21,3
5,2,7,0,4,0,22,22,1
5,9,1,6,4,16,35,23,3
0,2,1,10,4,69,35,23,1
5,15,1,8,4,26,35,23,1
1,72,1,10,1,15,0,1,1
0,15,1,10,2,15,0,10,1
5,2,5,0,4,0,22,22,1
0,2,1,8,1,16,22,0,0
0,12,4,5,1,16,28,0,0
5,2,1,8,1,16,35,1,0
0,31,5,8,1,16,36,1,1
5,64,1,8,1,16,35,1,1
0,47,1,10,1,16,35,2,2
5,2,1,10,1,26,35,2,1
0,54,1,10,1,16,35,2,3
0,7,1,10,1,69,35,2,2
0,67,1,8,1,16,35,2,0
5,13,5,8,1,16,36,3,0
5,6,1,8,1,16,7,3,2
0,30,1,8,1,16,35,4,0
0,37,1,5,3,16,35,6,1
0,6,1,8,3,16,35,6,0
0,43,4,8,3,16,36,6,0
0,67,1,2,3,83,39,8,1
0,13,4,8,3,16,7,8,1
0,67,1,8,3,16,35,8,0
0,2,1,7,3,16,7,9,0
0,2,1,10,3,16,7,9,0
0,73,1,8,3,16,35,9,0
0,70,1,15,2,16,35,10,0
0,29,5,7,2,16,7,10,0
0,2,7,10,2,16,46,10,0
0,74,5,8,2,16,36,11,1
5,19,1,6,2,16,35,11,0
0,2,7,0,2,30,116,11,0
0,9,1,10,2,16,7,11,0
0,15,1,10,2,42,7,11,3
0,2,4,3,5,16,7,12,0
0,9,4,6,5,16,36,12,1
0,45,1,6,0,16,35,13,0
5,42,1,10,0,16,35,14,1
0,9,1,10,0,16,7,14,0
5,55,1,6,0,26,35,14,0
5,50,1,8,0,16,35,14,1
6,20,4,8,0,16,35,14,0
0,2,1,5,0,49,35,14,0
0,2,1,3,0,16,7,15,3
0,29,1,8,0,16,7,15,0
0,61,4,5,0,42,28,15,2
0,61,4,8,0,16,28,15,1
6,20,1,8,0,16,7,15,0
0,12,1,8,0,69,35,16,1
0,2,1,10,0,16,7,18,0
5,67,5,8,0,16,152,18,0
5,8,1,10,0,16,35,18,0
0,2,1,10,0,42,7,18,1
5,67,1,8,0,16,35,18,0
0,2,1,10,0,16,7,18,1
0,6,1,8,4,16,35,19,0
0,19,1,3,4,15,11,19,2
5,55,4,8,4,38,28,19,3
0,64,1,6,4,69,35,20,1
0,9,5,10,4,16,36,20,0
5,40,1,8,4,16,35,22,1
5,40,1,10,4,16,29,22,1
0,9,1,10,4,16,7,22,1
0,7,1,8,4,16,35,23,1
0,21,4,8,4,84,35,23,1
5,6,1,8,4,16,35,23,0
0,67,1,2,3,83,0,8,1
0,19,1,3,4,15,0,19,2
0,2,7,0,2,0,46,11,0
0,27,1,8,1,16,7,0,0
0,57,1,6,1,69,35,0,0
0,4,1,8,1,16,35,0,1
5,61,1,10,1,16,7,0,1
0,9,1,8,1,16,35,2,1
0,5,1,5,1,16,35,3,1
5,42,1,8,1,16,35,3,1
5,35,5,8,1,26,36,4,0
0,61,4,8,1,38,28,4,1
0,28,1,6,1,16,35,4,1
6,67,1,8,3,69,35,6,1
0,35,1,15,3,16,35,8,0
5,76,5,8,3,26,36,8,0
0,67,7,8,3,16,29,8,0
0,58,5,8,3,85,29,8,3
0,2,1,10,3,16,35,9,0
0,76,5,8,2,16,152,10,0
5,9,1,8,2,77,46,10,0
0,71,4,10,2,38,29,10,1
0,2,1,15,2,16,35,11,0
0,58,1,3,2,16,7,11,1
5,28,1,10,0,16,7,14,3
0,50,1,8,0,16,35,15,0
0,5,1,10,0,16,35,15,2
5,7,1,8,0,16,7,15,2
0,52,5,7,0,16,36,15,0
6,20,1,3,0,16,7,15,3
0,49,4,3,0,16,36,16,3
5,19,5,0,0,16,22,16,1
5,28,1,10,0,16,7,17,3
5,59,5,8,0,16,36,17,0
0,54,1,8,0,49,35,18,0
5,52,1,10,0,60,100,18,0
0,61,4,3,4,16,152,19,3
0,75,1,8,4,16,35,19,1
0,69,4,3,4,16,7,19,1
5,55,1,8,4,16,35,20,0
0,2,1,8,4,16,35,20,0
0,19,1,6,4,16,35,21,1
5,19,1,6,4,16,35,21,2
0,19,1,6,4,16,35,21,0
5,17,1,8,4,16,35,22,3
0,69,1,3,4,16,35,22,3
0,75,5,8,4,16,36,22,2
0,12,1,8,4,69,35,23,1
5,52,1,10,0,60,0,18,0
0,8,4,8,1,69,7,0,1
0,68,1,8,1,84,35,0,0
0,10,1,8,1,16,35,1,0
5,2,5,8,1,16,36,1,0
5,7,1,8,1,16,35,1,0
0,19,1,10,1,16,35,2,1
0,2,1,8,1,16,35,3,1
0,9,1,8,1,16,7,4,0
0,53,1,8,1,16,35,4,0
0,18,5,10,1,84,36,4,1
0,28,1,8,1,69,35,4,3
5,9,1,10,1,16,7,4,0
0,58,1,10,1,69,22,5,0
5,60,1,14,3,69,35,6,0
0,9,1,10,3,16,7,7,0
0,16,4,4,3,66,7,7,1
0,2,1,3,3,16,22,7,1
5,63,1,8,3,26,35,8,0
0,21,1,13,3,16,35,8,3
5,42,1,10,3,16,35,9,0
5,6,1,8,3,16,35,9,1
0,2,1,8,2,16,7,10,0
0,2,1,8,2,90,35,11,0
0,18,1,8,2,44,22,11,0
0,45,1,8,2,69,35,11,1
0,71,5,10,5,16,29,12,0
5,71,5,10,5,16,36,12,1
0,25,5,8,5,49,36,12,1
6,7,4,15,0,16,35,13,0
0,28,6,10,0,16,35,13,0
0,38,1,15,0,16,35,14,0
0,27,5,15,0,16,36,14,0
5,32,5,8,0,16,36,14,0
0,54,1,8,0,16,22,15,1
0,72,1,8,0,16,7,15,1
0,19,1,10,0,16,35,15,0
0,29,4,6,0,16,35,16,1
0,54,1,8,0,54,7,16,0
5,67,5,8,0,16,36,17,0
0,72,1,8,0,16,7,18,1
0,2,4,10,0,16,7,18,0
0,23,5,7,0,16,36,18,1
0,1,4,3,4,38,29,20,3
0,58,1,10,4,16,35,20,0
0,42,1,8,4,16,35,22,3
0,49,4,10,4,23,36,23,0
0,19,1,8,4,16,35,23,1
6,62,1,8,1,16,35,0,0
0,8,1,8,1,16,35,0,0
5,7,4,10,1,16,36,2,0
5,14,5,8,1,16,36,2,1
5,32,4,5,1,16,35,3,3
0,33,1,8,1,16,35,3,1
0,49,1,8,1,16,35,3,0
0,30,1,8,1,16,35,3,0
0,19,4,8,1,16,36,3,0
0,64,1,14,1,16,7,3,0
0,75,1,10,1,16,7,3,1
5,6,1,8,1,16,35,4,0
3,7,1,8,1,44,22,5,0
0,54,5,5,1,16,35,5,1
0,9,1,10,1,69,35,5,0
0,54,1,14,3,16,7,6,0
0,2,1,10,3,16,7,6,0
0,29,1,7,3,16,35,7,0
0,66,1,5,3,16,35,7,0
0,27,1,5,3,16,7,8,2
0,15,1,8,3,42,7,8,3
0,66,4,8,3,42,29,9,1
0,2,1,10,2,16,7,10,1
0,3,4,8,2,38,7,10,1
0,75,1,8,2,16,7,11,3
0,27,1,8,2,16,35,11,0
0,2,2,10,5,16,7,12,1
